Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs
TAX~withdrawn	symbol withdrawn, see CNTN2				
TAX1BP1	Tax1 binding protein 1		TXBP151, CALCOCO3	8887	NM_006024
TAX1BP2~withdrawn	symbol withdrawn, see VAC14				
TAX1BP3	Tax1 binding protein 3		TIP-1	30851	NM_014604
TAZ	tafazzin	CMD3A, EFE2, EFE	BTHS, XAP-2, G4.5, TAZ1	6901	
TBATA	thymus, brain and testes associated	C10orf27	FLJ32820, spatial	219793	NM_152710
TBC1D1	TBC1 domain family member 1		TBC, TBC1, KIAA1108	23216	NM_015173
TBC1D2	TBC1 domain family member 2		PARIS1, TBC1D2A, Armus	55357	NM_018421
TBC1D2B	TBC1 domain family member 2B		KIAA1055	23102	NM_015079
TBC1D3	TBC1 domain family member 3		TBC1D3A, DKFZp434P2235, PRC17	729873	NM_001123391
TBC1D3B	TBC1 domain family member 3B	TBC1D3I	PRC17	414059	NM_001001417
TBC1D3C	TBC1 domain family member 3C		MGC44903	414060	NM_001001418
TBC1D3D	TBC1 domain family member 3D			101060389	NM_001291465
TBC1D3E	TBC1 domain family member 3E			102723859	NM_001291466
TBC1D3F	TBC1 domain family member 3F			84218	NM_032258.2
TBC1D3G	TBC1 domain family member 3G			101060321	NM_001291462
TBC1D3H	TBC1 domain family member 3H			729877	NM_001159332
TBC1D3I	TBC1 domain family member 3I			102724862	NM_001291463
TBC1D3J	TBC1 domain family member 3J			100510707	
TBC1D3K	TBC1 domain family member 3K			101060351	
TBC1D3L	TBC1 domain family member 3L			101060376	
TBC1D3P1	TBC1 domain family member 3 pseudogene 1				NG_005461
TBC1D3P1-DHX40P1	TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene			653645	NR_002924
TBC1D3P2	TBC1 domain family member 3 pseudogene 2			440452	NR_027486
TBC1D3P3	TBC1 domain family member 3 pseudogene 3	USP6P1		653017	
TBC1D3P4	TBC1 domain family member 3 pseudogene 4	USP6P2		100631253	NG_029286
TBC1D3P5	TBC1 domain family member 3 pseudogene 5			440419	NR_033892
TBC1D3P6	TBC1 domain family member 3 pseudogene 6			101928566	
TBC1D3P7	TBC1 domain family member 3 pseudogene 7				
TBC1D4	TBC1 domain family member 4		KIAA0603, AS160, DKFZp779C0666	9882	NM_014832
TBC1D4-AS1~withdrawn	entry withdrawn				
TBC1D5	TBC1 domain family member 5		KIAA0210	9779	NM_014744
TBC1D7	TBC1 domain family member 7		dJ257A7.3, FLJ32666	51256	NM_016495
TBC1D8	TBC1 domain family member 8		HBLP1, VRP, AD3, GRAMD8	11138	NM_007063
TBC1D8-AS1	TBC1 domain family member 8 antisense RNA 1			100506286	NR_135594
TBC1D8B	TBC1 domain family member 8B		FLJ20298, RP11-321G1.1, GRAMD8B	54885	NM_017752
TBC1D9	TBC1 domain family member 9		KIAA0882, MDR1, GRAMD9	23158	NM_015130
TBC1D9B	TBC1 domain family member 9B		KIAA0676, GRAMD9B	23061	NM_015043
TBC1D10A	TBC1 domain family member 10A	TBC1D10	EPI64, AC004997.C22.2	83874	NM_031937
TBC1D10B	TBC1 domain family member 10B		DKFZP434P1750, Rab27A-GAPbeta, FLJ13130, EPI64B	26000	NM_015527
TBC1D10C	TBC1 domain family member 10C		FLJ00332, Carabin, EPI64C	374403	NM_198517
TBC1D12	TBC1 domain family member 12		KIAA0608	23232	
TBC1D13	TBC1 domain family member 13		FLJ10743	54662	NM_018201
TBC1D14	TBC1 domain family member 14		KIAA1322	57533	NM_020773
TBC1D15	TBC1 domain family member 15		FLJ12085, DKFZp761D0223	64786	NM_022771
TBC1D16	TBC1 domain family member 16		MGC25062, FLJ20748	125058	NM_019020
TBC1D17	TBC1 domain family member 17		FLJ12168	79735	NM_024682
TBC1D19	TBC1 domain family member 19		FLJ11082	55296	NM_018317
TBC1D20	TBC1 domain family member 20	C20orf140	dJ852M4.2	128637	NM_144628
TBC1D21	TBC1 domain family member 21		MGC34741, MgcRabGAP	161514	NM_153356
TBC1D22A	TBC1 domain family member 22A	C22orf4		25771	NM_014346
TBC1D22A-AS1	TBC1D22A antisense RNA 1			642757	NR_122047
TBC1D22B	TBC1 domain family member 22B	C6orf197	FLJ20337, dJ744I24.2	55633	NM_017772
TBC1D23	TBC1 domain family member 23		FLJ11046	55773	NM_018309
TBC1D24	TBC1 domain family member 24	DFNB86	KIAA1171, TLDC6, DFNA65	57465	NM_020705
TBC1D25	TBC1 domain family member 25	OATL1		4943	NM_002536
TBC1D26	TBC1 domain family member 26		MGC51025	353149	NM_178571
TBC1D27P	TBC1 domain family member 27, pseudogene	TBC1D27		96597	NR_147084
TBC1D28	TBC1 domain family member 28		FLJ40244	254272	NM_001039397
TBC1D29P	TBC1 domain family member 29, pseudogene	TBC1D29	DKFZP434O047	26083	NM_015594
TBC1D30	TBC1 domain family member 30		KIAA0984	23329	XM_037557
TBC1D31	TBC1 domain family member 31	WDR67	MGC21654, Gm85	93594	NM_145647
TBC1D32	TBC1 domain family member 32	C6orf171, C6orf170	FLJ30899, dJ310J6.1, FLJ34235, bA57L9.1, BROMI	221322	NM_152730
TBCA	tubulin folding cofactor A			6902	NM_004607
TBCAP1	tubulin folding cofactor A pseudogene 1			494540	NG_004790
TBCAP2	tubulin folding cofactor A pseudogene 2			494541	NG_004791
TBCAP3	tubulin folding cofactor A pseudogene 3			101290501	NG_033171
TBCB	tubulin folding cofactor B	CKAP1	CG22, CKAPI	1155	NM_001281
TBCC	tubulin folding cofactor C		CFC	6903	NM_003192
TBCCD1	TBCC domain containing 1		FLJ10560	55171	NM_018138
TBCD	tubulin folding cofactor D			6904	NM_005993
TBCE	tubulin folding cofactor E	KCS, HRD	KCS1, pac2	6905	NM_003193
TBCE-AS1~withdrawn	entry withdrawn				
TBCEL	tubulin folding cofactor E like	LRRC35	MGC10233	219899	NM_152715
TBCK	TBC1 domain containing kinase		MGC16169, HSPC302	93627	NM_033115
TBG~withdrawn	symbol withdrawn, see SERPINA7				
TBILA	TGF-beta induced lncRNA				
TBK1	TANK binding kinase 1		NAK	29110	NM_013254
TBKBP1	TBK1 binding protein 1		ProSAPiP2, KIAA0775	9755	NM_014726
TBL1X	transducin beta like 1 X-linked	TBL1	EBI	6907	NM_005647
TBL1XR1	transducin beta like 1 X-linked receptor 1		IRA1, FLJ12894, TBLR1, C21, DC42	79718	NM_024665
TBL1XR1-AS1	TBL1XR1 antisense RNA 1				
TBL1Y	transducin beta like 1 Y-linked		TBL1	90665	NM_033284
TBL1YP1	transducin beta like 1 Y-linked pseudogene 1			286555	NG_002819
TBL2	transducin beta like 2		WS-betaTRP, WBSCR13, DKFZP43N024	26608	NM_012453
TBL3	transducin beta like 3		SAZD, UTP13	10607	NM_006453
TBP	TATA-box binding protein	GTF2D1, SCA17	TFIID	6908	NM_003194
TBPL1	TATA-box binding protein like 1		TLP, STUD, TRF2, TLF	9519	
TBPL2	TATA-box binding protein like 2		TRF3, TBP2	387332	NM_199047
TBR1	T-box, brain 1			10716	NM_006593
TBRG1	transforming growth factor beta regulator 1		FLJ14621, TB-5, NIAM	84897	NM_032811
TBRG4	transforming growth factor beta regulator 4		Cpr2, KIAA0948, H_TD2522F11.8, FASTKD4	9238	NM_030900
TBS~withdrawn	symbol withdrawn, see SALL1				
TBX1	T-box 1	VCF	CATCH22	6899	NM_080647
TBX2	T-box 2			6909	NM_005994
TBX2-AS1	TBX2 antisense RNA 1				
TBX3	T-box 3	UMS	TBX3-ISO, XHL	6926	NM_016569, NM_005996
TBX4	T-box 4			9496	NM_018488
TBX5	T-box 5	HOS		6910	NM_080717
TBX5-AS1	TBX5 antisense RNA 1			255480	NR_038440
TBX6	T-box 6			6911	NM_004608, NM_080758
TBX7~withdrawn	symbol withdrawn, see TBX10				
TBX10	T-box 10	TBX7	TBX13	347853	NM_005995
TBX14~withdrawn	symbol withdrawn, see TBX15				
TBX15	T-box 15	TBX14		6913	NM_152380
TBX18	T-box 18			9096	NM_001080508
TBX18-AS1	TBX18 antisense RNA 1			102724201	NR_125875
TBX19	T-box 19		dj747L4.1, TPIT	9095	NM_005149
TBX20	T-box 20			57057	NM_020417
TBX21	T-box 21		TBLYM, T-bet	30009	NM_013351
TBX22	T-box 22	CPX, CLPA		50945	NM_016954
TBX23P	T-box 23, pseudogene	TBX23		57160	
TBXA1R	thromboxane A1 receptor			6914	
TBXA2R	thromboxane A2 receptor			6915	
TBXAS1	thromboxane A synthase 1		CYP5, CYP5A1, THAS, TXS, TXAS, TS	6916	
TBXT	T-box transcription factor T	T		6862	NM_003181
TC2N	tandem C2 domains, nuclear	C14orf47, MTAC2D1	FLJ36557, Tac2-N, C2CD1	123036	NM_152332
TCAF1	TRPM8 channel associated factor 1	FAM115A	KIAA0738	9747	NM_014719
TCAF1P1	TRPM8 channel associated factor 1 pseudogene 1	FAM115B		653199	NG_008224
TCAF2	TRPM8 channel associated factor 2	FAM139A, FAM115C	FLJ40722, GATD9	285966	NM_173678
TCAF2C	TRPM8 channel associated factor 2C			100533814	
TCAF2P1	TRPM8 channel associated factor 2 pseudogene 1	FAM139B, FAM115D	FLJ40722-like, TCAF2BP	653691	NR_110549
TCAIM	T cell activation inhibitor, mitochondrial	C3orf23	DKFZp313N0621, TOAG-1	285343	NM_173826
TCAM1P	testicular cell adhesion molecule 1, pseudogene	TCAM1		146771	
TCAP	titin-cap	LGMD2G	T-cap, TELE, telethonin, CMD1N	8557	NM_003673
TCD~withdrawn	symbol withdrawn, see CHM				
TCEA1	transcription elongation factor A1	TCEA, GTF2S	SII, TF2S, TFIIS	6917	NM_006756
TCEA1P1	transcription elongation factor A1 pseudogene 1	GTF2SP, TCEA1P		6918	NG_001200
TCEA1P2	transcription elongation factor A1 pseudogene 2		TCEA1	399511	NG_003186
TCEA1P3	transcription elongation factor A1 pseudogene 3			340501	NG_021646
TCEA1P4	transcription elongation factor A1 pseudogene 4			100421350	
TCEA2	transcription elongation factor A2		TFIIS	6919	NM_198723
TCEA3	transcription elongation factor A3		TFIIS.H	6920	NM_003196
TCEAL1	transcription elongation factor A like 1		p21, pp21, SIIR, P21, WEX9	9338	NM_004780
TCEAL2	transcription elongation factor A like 2		my048, MY0876G05, WEX1	140597	NM_080390
TCEAL3	transcription elongation factor A like 3		MGC15737, WEX8	85012	NM_032926
TCEAL3-AS1	TCEAL3 antisense RNA 1				
TCEAL4	transcription elongation factor A like 4		FLJ21174, WEX7	79921	NM_024863
TCEAL4P1	transcription elongation factor A like 4 pseudogene 1				
TCEAL5	transcription elongation factor A like 5		WEX4	340543	XM_291334
TCEAL6	transcription elongation factor A like 6		WEX2	158931	NM_001006938
TCEAL7	transcription elongation factor A like 7		MGC23947, WEX5	56849	NM_152278
TCEAL8	transcription elongation factor A like 8		MGC45400, WEX3	90843	NM_153333
TCEAL8P1	transcription elongation factor A like 8 pseudogene 1			101059982	
TCEAL9	transcription elongation factor A like 9	WBP5	DKFZp313K1940, WEX6	51186	NM_016303
TCEANC	transcription elongation factor A N-terminal and central domain containing		MGC17403	170082	NM_152634
TCEANC2	transcription elongation factor A N-terminal and central domain containing 2	C1orf83	FLJ32112	127428	NM_153035
TCEB1P1~withdrawn	symbol withdrawn, see SKP1P1				
TCEB1P25~withdrawn	symbol withdrawn, see ELOCP24				
TCERG1	transcription elongation regulator 1	TAF2S	CA150, Urn1	10915	NM_001040006
TCERG1L	transcription elongation regulator 1 like		FLJ38950	256536	NM_174937
TCERG1L-AS1	TCERG1L antisense RNA 1			101927489	XR_242764
TCF3	transcription factor 3		E2A, ITF1, MGC129647, MGC129648, bHLHb21, VDIR, E47, p75	6929	NM_003200
TCF3P1	transcription factor 3 pseudogene 1			100129107	NG_009760
TCF4	transcription factor 4		SEF2-1B, ITF2, bHLHb19, E2-2	6925	NM_003199
TCF4-AS1	TCF4 antisense RNA 1		MIR4529HG		
TCF4-AS2	TCF4 antisense RNA 2				
TCF6~withdrawn	symbol withdrawn, see TFAM				
TCF6L2~withdrawn	symbol withdrawn, see TFAM				
TCF7	transcription factor 7		TCF-1	6932	NM_201634
TCF7L1	transcription factor 7 like 1	TCF3		83439	NM_031283
TCF7L1-IT1	TCF7L1 intronic transcript 1				
TCF7L2	transcription factor 7 like 2	TCF4	TCF-4	6934	NM_030756
TCF9~withdrawn	symbol withdrawn, see GCFC2				
TCF11~withdrawn	symbol withdrawn, see NFE2L1				
TCF12	transcription factor 12		HEB, HTF4, HsT17266, bHLHb20, p64	6938	NM_003205
TCF13~withdrawn	symbol withdrawn, see TEAD1				
TCF13L1~withdrawn	symbol withdrawn, see TEAD4				
TCF14~withdrawn	symbol withdrawn, see HNF4A				
TCF15	transcription factor 15		EC2, PARAXIS, bHLHa40	6939	NM_004609
TCF19	transcription factor 19		SC1	6941	NM_007109
TCF20	transcription factor 20		AR1, SPBP	6942	NM_181492
TCF21	transcription factor 21		POD1, bHLHa23	6943	NM_198392
TCF23	transcription factor 23		OUT, bHLHa24	150921	NM_175769
TCF24	transcription factor 24		bHLHa25	100129654	NM_001193502
TCF25	transcription factor 25		Nulp1, KIAA1049	22980	NM_014972
TCFL5	transcription factor like 5		Figlb, E2BP-1, CHA, bHLHe82	10732	NM_006602
TCHH	trichohyalin	THH		7062	NM_007113
TCHHL1	trichohyalin like 1	S100A17, THHL1		126637	XM_060104
TCHP	trichoplein keratin filament binding		MGC10854, TpMs	84260	NM_032300
TCIM	transcriptional and immune response regulator	C8orf4	TC-1, hTC-1, TC1	56892	NM_020130
TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3		TIRC7, OC-116, OC116, ATP6N1C, Atp6i, a3, ATP6V0A3	10312	NM_006019
TCL1A	T cell leukemia/lymphoma 1A		TCL1	8115	
TCL1B	T cell leukemia/lymphoma 1B		TML1	9623	
TCL4	T cell leukemia/lymphoma 4			6946	
TCL5~withdrawn	symbol withdrawn, see TAL1				
TCL6	T cell leukemia/lymphoma 6		TCL6e1, TNG2, TNG1	27004	NR_028288
TCN1	transcobalamin 1		TCI, TC1	6947	NM_001062
TCN2	transcobalamin 2		D22S676, D22S750, TC2	6948	NM_000355
TCOF1	treacle ribosome biogenesis factor 1		treacle, TCS	6949	NM_001008656
TCP1	t-complex 1		D6S230E, CCT1, Ccta	6950	NM_030752
TCP1P1	t-complex 1 pseudogene 1	TCP1L1		647047	NG_006549
TCP1P2	t-complex 1 pseudogene 2	TCP1L2		6952	
TCP1P3	t-complex 1 pseudogene 3	TCP1L3		400013	XR_017001
TCP10	t-complex 10			6953	NM_004610
TCP10L	t-complex 10 like		PRED77	140290	NM_144659
TCP10L2	t-complex 10 like 2		bA517H2.3	401285	XR_040749
TCP11	t-complex 11	D6S230E	KIAA0229, FPPR	6954	NM_001093728
TCP11L1	t-complex 11 like 1		FLJ11336	55346	NM_018393
TCP11L2	t-complex 11 like 2		MGC40368	255394	NM_152772
TCP11X1	t-complex 11 family, X-linked 1			100996631	
TCP11X2	t-complex 11 family, X-linked 2			100996648	
TCP11X3P	t-complex 11 family, X-linked 3, pseudogene				
TCRA~withdrawn	symbol withdrawn, see TRA				
TCRAV5S1~withdrawn	symbol withdrawn, see TRAV6				
TCRB~withdrawn	symbol withdrawn, see TRB				
TCRBV2O~withdrawn	symbol withdrawn, see TRBV20OR9-2				
TCRBV4O~withdrawn	symbol withdrawn, see TRBV29OR9-2				
TCRBV10O~withdrawn	symbol withdrawn, see TRBV21OR9-2				
TCRBV11O~withdrawn	symbol withdrawn, see TRBV25OR9-2				
TCRBV15O~withdrawn	symbol withdrawn, see TRBV24OR9-2				
TCRBVO@~withdrawn	entry withdrawn				
TCRD~withdrawn	symbol withdrawn, see TRD				
TCRG~withdrawn	symbol withdrawn, see TRG				
TCRGC1~withdrawn	symbol withdrawn, see TRGC1				
TCRGC2~withdrawn	symbol withdrawn, see TRGC2				
TCRGJ1~withdrawn	symbol withdrawn, see TRGJ1				
TCRGJ2~withdrawn	symbol withdrawn, see TRGJ2				
TCRGJP~withdrawn	symbol withdrawn, see TRGJP				
TCRGJP1~withdrawn	symbol withdrawn, see TRGJP1				
TCRGJP2~withdrawn	symbol withdrawn, see TRGJP2				
TCRGV1~withdrawn	symbol withdrawn, see TRGV1				
TCRGV2~withdrawn	symbol withdrawn, see TRGV2				
TCRGV3~withdrawn	symbol withdrawn, see TRGV3				
TCRGV4~withdrawn	symbol withdrawn, see TRGV4				
TCRGV5~withdrawn	symbol withdrawn, see TRGV5				
TCRGV5P~withdrawn	symbol withdrawn, see TRGV5P				
TCRGV6~withdrawn	symbol withdrawn, see TRGV6				
TCRGV7~withdrawn	symbol withdrawn, see TRGV7				
TCRGV8~withdrawn	symbol withdrawn, see TRGV8				
TCRGV9~withdrawn	symbol withdrawn, see TRGV9				
TCRGV10~withdrawn	symbol withdrawn, see TRGV10				
TCRGV11~withdrawn	symbol withdrawn, see TRGV11				
TCRGVB~withdrawn	symbol withdrawn, see TRGVB				
TCTA	T cell leukemia translocation altered			6988	NM_022171
TCTE1	t-complex-associated-testis-expressed 1		D6S46, MGC33600, FAP155, DRC5	202500	NM_182539
TCTE3	t-complex-associated-testis-expressed 3		TCTEX1D3	6991	NM_174910
TCTE5~withdrawn	symbol withdrawn, see PPP1R11				
TCTEX1D1	Tctex1 domain containing 1		FLJ40873	200132	NM_152665
TCTEX1D2	Tctex1 domain containing 2		MGC33212	255758	NM_152773
TCTEX1D4	Tctex1 domain containing 4			343521	NM_001013632
TCTN1	tectonic family member 1		FLJ21127, TECT1, JBTS13	79600	NM_024549
TCTN2	tectonic family member 2	C12orf38	FLJ12975, TECT2, MKS8, JBTS24	79867	NM_024809
TCTN3	tectonic family member 3	C10orf61	DKFZP564D116, TECT3, JBTS18	26123	NM_015631
TDD~withdrawn	symbol withdrawn, see AKR1C2				
TDG	thymine DNA glycosylase			6996	
TDGF1	teratocarcinoma-derived growth factor 1		CRIPTO, CR, Cripto-1, CR-1	6997	NM_003212
TDGF1P1	teratocarcinoma-derived growth factor 1 pseudogene 1			100421177	NG_026672
TDGF1P2	teratocarcinoma-derived growth factor 1 pseudogene 2	TDGF2	CR-2, CRIPTO-2	22816	NG_001244
TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3	TDGF3	TDGF2, CR-3, CRIPTO-3, CRIPTO3	6998	NR_002718
TDGF1P4	teratocarcinoma-derived growth factor 1 pseudogene 4	TDGF4	CR-4, CRIPTO-4	22815	NG_001243
TDGF1P5	teratocarcinoma-derived growth factor 1 pseudogene 5	TDGF5	CR-5, CRIPTO-5	22814	NG_001242
TDGF1P6	teratocarcinoma-derived growth factor 1 pseudogene 6	TDGF6	CR-6, CRIPTO-6	22813	NG_012350
TDGF1P7	teratocarcinoma-derived growth factor 1 pseudogene 7	TDGF7	CR-7, CRIPTO-7	100129080	NG_012349
TDGP1	thymine-DNA glycosylase pseudogene 1			645233	
TDH	L-threonine dehydrogenase (pseudogene)		FLJ25033, SDR14E1P	157739	NM_152566
TDO2	tryptophan 2,3-dioxygenase		TDO, TPH2	6999	NM_005651
TDO2L1~withdrawn	entry withdrawn				
TDP1	tyrosyl-DNA phosphodiesterase 1		FLJ11090, SCAN1	55775	NM_018319
TDP2	tyrosyl-DNA phosphodiesterase 2	TTRAP		51567	
TDPX1~withdrawn	symbol withdrawn, see PRDX2				
TDRD1	tudor domain containing 1		CT41.1	56165	
TDRD3	tudor domain containing 3		FLJ21007	81550	NM_030794
TDRD4~withdrawn	symbol withdrawn, see RNF17				
TDRD5	tudor domain containing 5		FLJ34823, TUDOR3	163589	NM_173533
TDRD6	tudor domain containing 6		NY-CO-45, bA446F17.4, CT41.2, SPATA36	221400	XM_166443
TDRD7	tudor domain containing 7		PCTAIRE2BP	23424	NM_014290
TDRD9	tudor domain containing 9	C14orf75	DKFZp434N0820, FLJ36164, NET54	122402	NM_153046
TDRD10	tudor domain containing 10		DKFZp434M202	126668	NM_182499
TDRD12	tudor domain containing 12		ECAT8, FLJ13072	91646	NM_001015890
TDRD15	tudor domain containing 15			100129278	
TDRG1	testis development related 1		LINC00532, lincRNA-NR_024015	732253	NR_024015
TDRKH	tudor and KH domain containing		TDRD2	11022	NM_006862
TDRKH-AS1	TDRKH antisense RNA 1		RP11-98D18.9		
TDRP	testis development related protein	C8orf42	INM01, TDRP1, TDRP2	157695	NM_175075
TEAD1	TEA domain transcription factor 1	TCF13, AA	TEF-1	7003	NM_021961
TEAD2	TEA domain transcription factor 2		TEF-4, ETF, TEF4	8463	NM_003598
TEAD3	TEA domain transcription factor 3	TEAD5	TEF-5, ETFR-1	7005	
TEAD4	TEA domain transcription factor 4	TCF13L1	TEF-3, TEFR-1, EFTR-2, RTEF-1	7004	NM_003213
TEAD5~withdrawn	symbol withdrawn, see TEAD3				
TEC	tec protein tyrosine kinase		PSCTK4	7006	
TECPR1	tectonin beta-propeller repeat containing 1		DKFZP434B0335, FLJ23419, FLJ90593, KIAA1358	25851	NM_015395
TECPR2	tectonin beta-propeller repeat containing 2	KIAA0329		9895	NM_014844
TECR	trans-2,3-enoyl-CoA reductase	SC2, GPSN2	TER, MRT14	9524	NM_138501
TECRL	trans-2,3-enoyl-CoA reductase like		GPSN2L, SRD5A2L2, DKFZp313D0829, DKFZp313B2333, TERL	253017	NM_001010874
TECRP1	trans-2,3-enoyl-CoA reductase pseudogene 1			442777	
TECRP2	trans-2,3-enoyl-CoA reductase pseudogene 2			391696	
TECTA	tectorin alpha	DFNA12, DFNA8, DFNB21		7007	NM_005422
TECTB	tectorin beta			6975	NM_058222
TEDC1	tubulin epsilon and delta complex 1	C14orf80		283643	NM_001134875
TEDC2	tubulin epsilon and delta complex 2	C16orf59	FLJ13909	80178	NM_025108
TEDDM1	transmembrane epididymal protein 1		HE9, Epdd1, TMEM45C, EDDM9	127670	NM_172000
TEDDM2P	transmembrane epididymal protein 2, pseudogene	TEDDM1P1		127671	
TEF	TEF, PAR bZIP transcription factor		KIAA1655	7008	NM_003216
TEFM	transcription elongation factor, mitochondrial	C17orf42	FLJ22729	79736	NM_024683
TEK	TEK receptor tyrosine kinase	VMCM	TIE2, TIE-2, VMCM1, CD202b	7010	
TEKT1	tektin 1			83659	NM_053285
TEKT2	tektin 2		TEKTB1	27285	NM_014466
TEKT3	tektin 3		FLJ32828	64518	NM_031898
TEKT4	tektin 4		MGC27019	150483	NM_144705
TEKT4P1	tektin 4 pseudogene 1			727768	XM_002344445
TEKT4P2	tektin 4 pseudogene 2	MAFIPL		100132288	NM_001033515
TEKT4P3	tektin 4 pseudogene 3				
TEKT5	tektin 5		FLJ32871, CT149	146279	NM_144674
TELAB1	telangiectasia, benign 1			338411	
TELO2	telomere maintenance 2		KIAA0683, hCLK2, TEL2	9894	NM_016111
TEMN3-AS1	TENM3 antisense transcript 1			105377573	
TEN1	TEN1, CST complex subunit	C17orf106	FLJ39785	100134934	NM_001113324
TEN1-CDK3	TEN1-CDK3 readthrough (NMD candidate)			100529145	NR_037709
TENM1	teneurin transmembrane protein 1	ODZ3, TNM, ODZ1	TEN-M1	10178	NM_014253
TENM2	teneurin transmembrane protein 2	ODZ2	KIAA1127, Ten-M2	57451	NM_001122679
TENM3	teneurin transmembrane protein 3	ODZ3	Ten-M3, KIAA1455	55714	
TENM3-AS1	TENM3 antisense RNA 1			90768	NR_125905
TENM4	teneurin transmembrane protein 4	ODZ4	KIAA1302, Ten-M4	26011	
TENT2	terminal nucleotidyltransferase 2	PAPD4	FLJ38499, GLD2, TUT2	167153	NM_173797
TENT4A	terminal nucleotidyltransferase 4A	POLS, PAPD7	POLK, TRF4, LAK-1, TRF4-1	11044	NM_006999
TENT4B	terminal nucleotidyltransferase 4B	PAPD5	TRF4-2, TUT3	64282	NM_022447
TENT5A	terminal nucleotidyltransferase 5A	C6orf37, FAM46A	FLJ20037	55603	
TENT5B	terminal nucleotidyltransferase 5B	FAM46B	MGC16491	115572	NM_052943
TENT5C	terminal nucleotidyltransferase 5C	FAM46C	FLJ20202	54855	NM_017709
TENT5D	terminal nucleotidyltransferase 5D	FAM46D	MGC26999, CT1.26, CT112	169966	NM_152630
TEP1	telomerase associated protein 1		TP1, TLP1, VAULT2, p240, TROVE1	7011	NM_007110
TEPP	testis, prostate and placenta expressed			374739	NM_199456
TEPSIN	TEPSIN, adaptor related protein complex 4 accessory protein	C17orf56, ENTHD2	FLJ31528	146705	NM_144679
TERB1	telomere repeat binding bouquet formation protein 1	CCDC79	FLJ35894	283847	
TERB2	telomere repeat binding bouquet formation protein 2	C15orf43	MGC33951	145645	NM_152448
TERC	telomerase RNA component		TR, hTR, TRC3, SCARNA19	7012	NR_001566
TERF1	telomeric repeat binding factor 1	TRBF1	PIN2, TRF1, TRF	7013	NM_017489
TERF1P1	telomeric repeat binding factor 1 pseudogene 1	TERF1P		348567	NG_003158
TERF1P2	telomeric repeat binding factor 1 pseudogene 2			646359	
TERF1P3	telomeric repeat binding factor 1 pseudogene 3			646316	XR_038210
TERF1P4	telomeric repeat binding factor 1 pseudogene 4			648283	
TERF1P5	telomeric repeat binding factor 1 pseudogene 5			283523	
TERF2	telomeric repeat binding factor 2	TRBF2	TRF2	7014	
TERF2IP	TERF2 interacting protein		RAP1	54386	NM_018975
TERF2IPP1	TERF2 interacting protein pseudogene 1			644899	NG_017137
TERT	telomerase reverse transcriptase		TRT, TP2, TCS1, hEST2, EST2		
TES	testin LIM domain protein		DKFZP586B2022, TESS-2, TESTIN	26136	NM_015641
TESC	tescalcin		TSC, FLJ20607, CHP3	54997	NM_017899
TESC-AS1	TESC antisense RNA 1 (head to head)			101928244	
TESK1	testis associated actin remodelling kinase 1			7016	NM_006285
TESK2	testis associated actin remodelling kinase 2			10420	NM_007170
TESMIN	testis expressed metallothionein like protein	MTL5	CXCDC2	9633	NM_004923
TESPA1	thymocyte expressed, positive selection associated 1	KIAA0748	ITPRID3	9840	NM_001098815
TET1	tet methylcytosine dioxygenase 1	CXXC6	LCX, KIAA1676, bA119F7.1	80312	NM_030625
TET1P1	tet methylcytosine dioxygenase 1 pseudogene 1	CXXC6P1		441662	NG_006594
TET2	tet methylcytosine dioxygenase 2	KIAA1546	FLJ20032	54790	NM_017628
TET2-AS1	TET2 antisense RNA 1				
TET3	tet methylcytosine dioxygenase 3		MGC22014, hCG_40738	200424	
TEX2	testis expressed 2		HT008, TMEM96, KIAA1738	55852	NM_018469
TEX4~withdrawn	symbol withdrawn, see TIMM22				
TEX9	testis expressed 9			374618	NM_198524
TEX10	testis expressed 10		FLJ20287, bA208F1.2, Ipi1	54881	NM_017746
TEX11	testis expressed 11		TSGA3, TGC1		
TEX12	testis expressed 12			56158	
TEX13A	testis expressed 13A			56157	NM_031274
TEX13B	testis expressed 13B		TSGA5, TGC3B	56156	
TEX13C	TEX13 family member C			100129520	
TEX13D	TEX13 family member D			100132015	
TEX14	testis expressed 14, intercellular bridge forming factor		CT113	56155	
TEX15	testis expressed 15, meiosis and synapsis associated		CT42	56154	
TEX16P	testis expressed 16, pseudogene			100499435	
TEX19	testis expressed 19		FLJ35767	400629	NM_207459
TEX21P	testis expressed 21, pseudogene			441687	XR_018333
TEX22	testis expressed 22			647310	
TEX26	testis expressed 26	C13orf26	MGC40178	122046	NM_152325
TEX26-AS1	TEX26 antisense RNA 1	LINC00447		100507064	NR_038288
TEX28	testis expressed 28	CXorf2	fTEX	1527	NM_001586
TEX28P1	testis expressed 28 pseudogene 1		pTEX	728447	NG_005787
TEX28P2	testis expressed 28 pseudogene 2		pTEX, CXorf2B	653363	XM_927078
TEX29	testis expressed 29	C13orf16	bA474D23.1, MGC35169	121793	NM_152324
TEX30	testis expressed 30	C13orf27		93081	NM_138779
TEX33	testis expressed 33	C22orf33	MGC35206, EAN57	339669	NM_178552
